restaurant_id,city_id,name,international_phone_number,formatted_address,latitude,longitude
914,2,Osteria Mamma,3232847060,"5732 Melrose Ave, Los Angeles, CA 90004, USA",34.0833483,-118.324663
915,2,Osteria Mozza,3232970100,"6602 Melrose Ave, Los Angeles, CA 90038, USA",34.0832419,-118.3389634
916,2,P.F. Chang's,8187841694,"15301 Ventura Blvd Ste P-22, Sherman Oaks, CA 91403, USA",34.1550782,-118.466368
917,2,P.F. Chang's,8183400491,"21821 W Oxnard St, Woodland Hills, CA 91367, USA",34.1795741,-118.6035212
918,2,Paco's Tacos,3106458692,"6212 W Manchester Ave, Los Angeles, CA 90045, USA",33.9595424,-118.3940825
919,2,Palmeri,3104428446,"11650 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0536385,-118.4636939
920,2,Panera Bread,3106419200,"8647 S Sepulveda Blvd, Westchester, CA 90045, USA",33.9585318,-118.3966441
921,2,Panini Cafe,8189923330,"21600 Victory Blvd, Woodland Hills, CA 91367, USA",34.1870288,-118.6010559
922,2,Pann's,3237763770,"6710 La Tijera Blvd, Los Angeles, CA 90045, USA",33.9781832,-118.3706077
923,2,Panzanella,8187844400,"14928 Ventura Blvd, Sherman Oaks, CA 91403, USA",34.1523292,-118.458396
924,2,Park's BBQ,2133801717,"955 S Vermont Ave G, Los Angeles, CA 90006, USA",34.0539567,-118.292058
925,2,Patina,2139723331,"141 S Grand Ave, Los Angeles, CA 90012, USA",34.055285,-118.249333
926,2,Paul's Kitchen Enterprises,2137495004,"1012 San Pedro St, Los Angeles, CA 90015, USA",34.0354251,-118.2518754
927,2,Pecorino,3105713800,"11604 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0535009,-118.4619469
928,2,Pedalers Fork,8182258231,"23504 Calabasas Rd, Calabasas, CA 91302, USA",34.1572238,-118.6387601
929,2,Peppone,3104767379,"11628 Barrington Ct, Los Angeles, CA 90049, USA",34.0651548,-118.469193
930,2,Perch,2138021770,"448 S Hill St, Los Angeles, CA 90013, USA",34.0490017,-118.251408
931,2,Petty Cash Taqueria & Bar,3239335300,"7360 Beverly Blvd, Los Angeles, CA 90036, USA",34.0759873,-118.3503308
932,2,Pho 999,8187821999,"6411 Sepulveda Blvd, Van Nuys, CA 91411, USA",34.1873683,-118.4668686
933,2,Pho 87,3232270758,"1019 N Broadway, Los Angeles, CA 90012, USA",34.067348,-118.235696
934,2,Pho So 1,8189966515,"7231 Reseda Blvd, Reseda, CA 91335, USA",34.2020728,-118.536333
935,2,Pita Kitchen,8189907006,"14500 Ventura Blvd, Sherman Oaks, CA 91403, USA",34.150534,-118.448925
936,2,Pizzanista!,2136271430,"2019 E 7th St, Los Angeles, CA 90021, USA",34.034833,-118.231605
937,2,Pizzeria Mozza,3232970101,"641 N Highland Ave, Los Angeles, CA 90036, USA",34.0831169,-118.3388666
938,2,Pizzicotto,3104427188,"11758 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0529876,-118.4677483
939,2,Pomodoro Trattoria,3104459998,"1393 Westwood Blvd, Los Angeles, CA 90024, USA",34.0552585,-118.4420848
940,2,Poppy + Rose,2139957799,"765 Wall St, Los Angeles, CA 90014, USA",34.0406706,-118.2500877
941,2,Poquito Mas,8189948226,"10651 W Magnolia Blvd, Los Angeles, CA 91601, USA",34.165062,-118.3633474
942,2,Poquito Mas,8188872007,"13924 Ventura Blvd, Sherman Oaks, CA 91423, USA",34.1486053,-118.4358049
943,2,Providence,3234604170,"5955 Melrose Ave, Los Angeles, CA 90038, USA",34.0836413,-118.3302036
944,2,Purgatory Pizza,3232625310,"1326 E 1st St, Los Angeles, CA 90033, USA",34.04737,-118.2258
945,2,Puro Sabor Peruvian Restaurant,8189080818,"6366 Van Nuys Blvd, Van Nuys, CA 91401, USA",34.1862174,-118.4485365
946,2,Ramayani Westwood,3104773315,"1777 Westwood Blvd, Los Angeles, CA 90024, USA",34.050486,-118.4379181
947,2,Real Food Daily,3102899910,"414 N La Cienega Blvd, Los Angeles, CA 90048, USA",34.0785862,-118.3764336
948,2,Redbird,2137881191,"114 E 2nd St, Los Angeles, CA 90012, USA",34.0505004,-118.2440775
949,2,Reddi-Chick,3103935238,"225 26th St, Santa Monica, CA 90402, USA",34.0474843,-118.4904119
950,2,Republic of Pie,8183087990,"11118 W Magnolia Blvd, North Hollywood, CA 91601, USA",34.1647296,-118.3731302
951,2,Rib Ranch Barbeque,8188847776,"4923 Topanga Canyon Blvd, Woodland Hills, CA 91364, USA",34.157584,-118.606183
952,2,Road To Seoul,3237319292,"1230 S Western Ave, Los Angeles, CA 90006, USA",34.0484855,-118.308862
953,2,Rock'n Fish,2137484020,"800 W Olympic Blvd A-160, Los Angeles, CA 90015, USA",34.0445166,-118.2654804
954,2,Rosa Mexicano,2137460001,"800 W Olympic Blvd, Los Angeles, CA 90015, USA",34.0449376,-118.2654979
955,2,Roy's Restaurant,8188884801,"6363 Topanga Canyon Blvd, Woodland Hills, CA 91367, USA",34.1864191,-118.6063387
956,2,Royal Curry Cafe,8185097947,"4329 Lankershim Blvd, North Hollywood, CA 91602, USA",34.1488059,-118.3651033
957,2,Royal Delhi Palace Cuisine of India,8189920913,"22323 Sherman Way #11, Canoga Park, CA 91303, USA",34.2022369,-118.6125425
958,2,Sagebrush Cantina,8182226062,"23527 Calabasas Rd, Calabasas, CA 91302, USA",34.1575089,-118.6393637
959,2,Salomi,8185060130,"11009 Burbank Blvd #116, North Hollywood, CA 91601, USA",34.1723771,-118.3705514
960,2,Sam Woo BBQ,8189886813,"6450 Sepulveda Blvd, Van Nuys, CA 91411, USA",34.1877591,-118.4654446
961,2,Maddalena Restaurant,3232231401,"737 Lamar St, Los Angeles, CA 90031, USA",34.0637293,-118.223954
962,2,Sanam Luang Cafe,8187641180,"12980 Sherman Way, North Hollywood, CA 91605, USA",34.2008343,-118.4158357
963,2,San Ya Restaurant,2133831144,"2897 W Olympic Blvd #105, Los Angeles, CA 90006, USA",34.0529605,-118.2975425
964,2,Shaherzad Restaurant,3104703242,"1422 Westwood Blvd, Los Angeles, CA 90024, USA",34.0549389,-118.4412039
965,2,Shamshiri Grill,3104741410,"1712 Westwood Blvd, Los Angeles, CA 90024, USA",34.0516233,-118.4383179
966,2,Shiki Sushi,8184873938,"12745 A Ventura Blvd, Studio City, CA 91604, USA",34.1460081,-118.4110279
967,2,Skaf's Grill,8189855701,"6008 Laurel Canyon Blvd, North Hollywood, CA 91606, USA",34.1797948,-118.3961751
968,2,Something's Fishy,8188843880,"21812 Ventura Blvd, Woodland Hills, CA 91364, USA",34.1682234,-118.6026507
969,2,Soot Bull Jeep,2133873865,"3136 W 8th St, Los Angeles, CA 90005, USA",34.0575858,-118.2958153
970,2,Souplantation,3104767080,"11911 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0532342,-118.4699574
971,2,Spumante Restaurant,8185087716,"11049 W Magnolia Blvd #107, North Hollywood, CA 91601, USA",34.1650513,-118.3722516
972,2,Sri Siam Cafe,8189826262,"12843 Vanowen St, North Hollywood, CA 91605, USA",34.1940347,-118.4131269
973,2,Mu Dung San,3237379292,"1040 S Western Ave, Los Angeles, CA 90006, USA",34.0513749,-118.3088388
974,2,Stan's Corner Donut Shoppe,3102088660,"10948 Weyburn Ave, Los Angeles, CA 90024, USA",34.0624404,-118.446873
975,2,STK Los Angeles,3106593535,"930 Hilgard Ave, Los Angeles, CA 90024, USA",34.0633123,-118.440862
976,2,SUGARFISH by sushi nozawa,3108204477,"11640 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0535001,-118.462792
977,2,SUGARFISH by sushi nozawa,2136273000,"600 W 7th St #150, Los Angeles, CA 90017, USA",34.0473777,-118.2570203
978,2,Sunnin Lebanese Café,3104753358,"1776 Westwood Blvd, Los Angeles, CA 90024, USA",34.050605,-118.437312
979,2,Sunny Spot,3104488884,"822 Washington Blvd, Marina Del Rey, CA 90292, USA",33.988035,-118.451836
980,2,Superba Food and Bread,3109075075,"1900 Lincoln Blvd, Venice, CA 90291, USA",33.9962172,-118.4563494
981,2,Susiecakes,3104422253,"11708 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0533494,-118.4659731
982,2,Sweet Butter Kitchen,8187882832,"13824 Ventura Blvd, Sherman Oaks, CA 91423, USA",34.1482604,-118.4339486
983,2,Sweet Lady Jane,3236537145,"8360 Melrose Ave, Los Angeles, CA 90069, USA",34.083379,-118.372525
984,2,Sweet Rose Creamery,3102602663,"225 26th St #51, Santa Monica, CA 90402, USA",34.0472319,-118.4903735
985,2,Taiko,3102077782,"11677 San Vicente Blvd #302, Los Angeles, CA 90049, USA",34.0541184,-118.4651104
986,2,Taj India Palace,3103371423,"8320 Lincoln Blvd, Westchester, CA 90045, USA",33.9622714,-118.4208969
987,2,Takami Sushi & Robata,2132369600,"811 Wilshire Blvd #2100, Los Angeles, CA 90017, USA",34.0497828,-118.2582347
988,2,Takao,3102078636,"11656 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0537043,-118.4639027
989,2,Tandoor-A-India,3108221435,"8406 Pershing Dr, Playa Del Rey, CA 90293, USA",33.95728,-118.442853
990,2,Tanino,3102080444,"1043 Westwood Blvd, Los Angeles, CA 90024, USA",34.0616951,-118.44562
991,2,Taste of India - Sherman Oaks,8185015550,"13903 Ventura Blvd, Sherman Oaks, CA 91423, USA",34.1491704,-118.4357217
992,2,Tavern,3108066464,"11648 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0536754,-118.4633645
993,2,Taylor's Steak House,2133828449,"3361 W 8th St, Los Angeles, CA 90005, USA",34.0578274,-118.3021546
994,2,Tere's Mexican Grill,3234689345,"5870 Melrose Ave #101, Los Angeles, CA 90038, USA",34.083349,-118.3283929
995,2,Terroni - Beverley,3239540300,"7605 Beverly Blvd, Los Angeles, CA 90036, USA",34.0763531,-118.3555002
996,2,TGI Fridays,8188882617,"5919 Canoga Ave, Woodland Hills, CA 91367, USA",34.1779854,-118.5983115
997,2,Thai Talay,3106703055,"8411 Lincoln Blvd, Los Angeles, CA 90045, USA",33.961062,-118.420739
998,2,The Baker,8183401987,"21600 Ventura Blvd, Woodland Hills, CA 91364, USA",34.1678666,-118.5999236
999,2,The Bar-B-Que Bar,8187540030,"10863 W Magnolia Blvd, North Hollywood, CA 91601, USA",34.1652108,-118.367913
1000,2,The Cheesecake Factory,8188839900,"6600 Topanga Canyon Blvd Ste 51, Canoga Park, CA 91303, USA",34.1893157,-118.6046021
1001,2,Skewers By Morimoto,3103371011,"550 World Way, Los Angeles, CA 90045, USA",33.9413157,-118.40456
1002,2,Coffee Company,3106457315,"8751 La Tijera Blvd, Los Angeles, CA 90045, USA",33.957594,-118.394536
1003,2,The Edison,2136130000,"108 W 2nd St #101, Los Angeles, CA 90012, USA",34.0510332,-118.245004
1004,2,The Factory Kitchen,2139966000,"1300 Factory Pl, Los Angeles, CA 90013, USA",34.0388987,-118.2359126
1005,2,The Federal,8189802555,"5303 Lankershim Blvd, North Hollywood, CA 91601, USA",34.1671302,-118.3761529
1006,2,The Golden State,3237828331,"426 N Fairfax Ave, Los Angeles, CA 90036, USA",34.0790602,-118.361322
1007,2,The Good Pizza,3102151883,"7929 Emerson Ave, Los Angeles, CA 90045, USA",33.9688842,-118.4063634
1008,2,Great Greek,8189055250,"13362 Ventura Blvd, Sherman Oaks, CA 91423, USA",34.1466753,-118.4245876
1009,2,The Habit Burger Grill,8182252231,"22651 Ventura Blvd, Woodland Hills, CA 91364, USA",34.167133,-118.620779
1010,2,The Local Peasant,8185010234,"3532, 14058 Ventura Blvd, Sherman Oaks, CA 91423, USA",34.1491195,-118.4392171
1011,2,The Original Pantry Cafe,2139729279,"877 S Figueroa St, Los Angeles, CA 90017, USA",34.0463704,-118.2629158
1012,2,The Original Pizza Cookery,8188874770,"75 W Thousand Oaks Blvd, Thousand Oaks, CA 91360, USA",34.1784095,-118.8785183
1013,2,The Palace Seafood & Dim Sum,3109793377,"11701 Wilshire Blvd, Los Angeles, CA 90025, USA",34.0494522,-118.461711
1014,2,The Pie Hole,2135370115,"714 Traction Ave, Los Angeles, CA 90013, USA",34.0453212,-118.2363191
1015,2,Terrace Cafe and Bar,3105781530,"7 W Washington Blvd, Venice, CA 90291, USA",33.9793117,-118.4667549
1016,2,The Prince,2133892007,"3198 7th St, Los Angeles, CA 90005, USA",34.0596193,-118.2952452
1017,2,The Rose Venice,3103990711,"220 Rose Ave, Venice, CA 90291, USA",33.99626,-118.477111
1018,2,Sidewalk Cafe,3103995547,"1401 Ocean Front Walk, Venice, CA 90291, USA",33.9879597,-118.4743886
1019,2,The Tasting Kitchen,3103926644,"1633 Abbot Kinney Blvd, Venice, CA 90291, USA",33.9897644,-118.4631018
1020,2,Village Idiot,3236553331,"7383 Melrose Ave, Los Angeles, CA 90046, USA",34.0837932,-118.3509393
1021,2,Three Flames Mongolian Bar-B-Q,3106416868,"5608 W Manchester Ave, Los Angeles, CA 90045, USA",33.9593619,-118.3791466
1022,2,TLT FOOD,3104434433,"1116 Westwood Blvd, Los Angeles, CA 90024, USA",34.0603987,-118.4450372
1023,2,Toscana,3108202448,"11633 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0541709,-118.463375
1024,2,Truxton’s American Bistro,3104178789,"8611 Truxton Ave, Los Angeles, CA 90045, USA",33.959389,-118.393757
1025,2,Umami Burger,2134138626,"852 S Broadway, Los Angeles, CA 90014, USA",34.0424672,-118.2556542
1026,2,Un Solo Sol Kitchen,3232698680,"1818 E 1st St, Los Angeles, CA 90033, USA",34.0470211,-118.2191506
1027,2,Urth Caffé- Downtown LA,2137974534,"451 S Hewitt St, Los Angeles, CA 90013, USA",34.0420236,-118.2354391
1028,2,Venice Ale House,3103148253,"2 Rose Ave, Venice, CA 90291, USA",33.994615,-118.480273
1029,2,Versailles Cuban Food,3105583168,"10319 Venice Blvd, Palms, CA 90034, USA",34.0211193,-118.4036241
1030,2,Vicious Dogs,8189853647,"5231 Lankershim Blvd, North Hollywood, CA 91601, USA",34.1657556,-118.3754405
1031,2,Victorio's Ristorante,8187629000,"10901 Victory Blvd, North Hollywood, CA 91606, USA",34.187179,-118.368552
1032,2,Vincenti Ristorante,3102070127,"11930 San Vicente Blvd, Los Angeles, CA 90049, USA",34.0522034,-118.4711825
1033,2,Viva Fresh Mexican Grill,3103389153,"6515 S Sepulveda Blvd, Los Angeles, CA 90045, USA",33.9805182,-118.3953533
1034,2,Water Grill,2138910900,"544 S Grand Ave, Los Angeles, CA 90071, USA",34.0490403,-118.2547066
1035,2,Wokcano,2136232288,"800 W 7th St, Los Angeles, CA 90017, USA",34.0486865,-118.2590467
1036,2,Wood Spoon,2136291765,"107 W 9th St, Los Angeles, CA 90015, USA",34.0418944,-118.2551552
1037,2,WP24,2137438824,"The Ritz-Carlton, 900 W Olympic Blvd, Los Angeles, CA 90015, USA",34.0451312,-118.2666728
1038,2,Wurstküche Restaurant Venice Beach,2136874444,"800 E 3rd St, Los Angeles, CA 90013, USA",34.0456129,-118.2360558
1039,2,Yard House,2137459273,"800 W Olympic Blvd A-115, Los Angeles, CA 90015, USA",34.0451527,-118.2656797
1040,2,Yu Chun Chic Naeng Myun,2133823815,"3185 W Olympic Blvd, Los Angeles, CA 90006, USA",34.052773,-118.305865
1041,2,Yxta Cocina Mexicana,2135965579,"601 S Central Ave, Los Angeles, CA 90021, USA",34.0390984,-118.2405452
1042,2,Zankou Chicken,8187810615,"5658 Sepulveda Blvd #103, Van Nuys, CA 91411, USA",34.1736325,-118.4659573
1043,2,'Lette Macarons,3102750023,"9466 Charleville Blvd, Beverly Hills, CA 90212, USA",34.0648719,-118.3995719
1044,2,208 Rodeo,3102752428,"208 N Rodeo Dr, Beverly Hills, CA 90210, USA",34.067364,-118.4007324
1045,2,Amorino Beverly Hills,4243350317,"9605 Santa Monica Blvd, Beverly Hills, CA 90210, USA",34.0698029,-118.4057999
1046,2,Another Broken Egg,8185633344,"250 E Olive Ave #110, Burbank, CA 91502, USA",34.1817993,-118.3074331
1047,2,Barney's Beanery,3106565777,"1351 3rd St, Santa Monica, CA 90401, USA",34.0162101,-118.4962227
1048,2,Bea Bea's,8188462327,"353 N Pass Ave, Burbank, CA 91505, USA",34.1558133,-118.3461758
1049,2,BJ's Restaurant & Brewhouse,8185570881,"107 South First Street, Burbank, CA 91502, USA",34.178778,-118.3093908
1050,2,Blue Plate Oysterette,3105763474,"1355 Ocean Ave, Santa Monica, CA 90401, USA",34.0144917,-118.4981099
1051,2,Blue Plate Taco,3104582985,"1515 Ocean Ave, Santa Monica, CA 90401, USA",34.0125724,-118.495926
1052,2,BOA Steakhouse Santa Monica,3108994466,"101 Santa Monica Blvd, Santa Monica, CA 90401, USA",34.0144074,-118.4979715
1053,2,Bob's Big Boy,8188439334,"4211 W Riverside Dr, Burbank, CA 91505, USA",34.1524781,-118.3461013
1054,2,Bodega Wine Bar,3103943504,"814 Broadway, Santa Monica, CA 90401, USA",34.018322,-118.4893316
1055,2,Burning Bonzai,8188483769,"4408 W Magnolia Blvd, Burbank, CA 91505, USA",34.1652058,-118.3543902
1056,2,Bubba Gump Shrimp Co.,3103930458,"301 Santa Monica Pier Building 9, Santa Monica, CA 90401, USA",34.0097254,-118.4971619
1057,2,Bui Sushi,3104561500,"23733 Malibu Rd, Malibu, CA 90265, USA",34.0340042,-118.6929522
1058,2,Cafe Habana,3103170300,"3939 Cross Creek Rd, Malibu, CA 90265, USA",34.0345771,-118.6856621
1059,2,Caffe Roma,3102747834,"350 N Canon Dr, Beverly Hills, CA 90210, USA",34.0703862,-118.4004282
1060,2,California Chicken Cafe,3104530477,"2401 Wilshire Blvd, Santa Monica, CA 90403, USA",34.0342609,-118.4799782
1061,2,California Pizza Kitchen at Burbank,8189722589,"601 N San Fernando Blvd, Burbank, CA 91502, USA",34.184591,-118.314149
1062,2,Casa Escobar,3104561999,"22969 Pacific Coast Hwy, Malibu, CA 90265, USA",34.037747,-118.677028
1063,2,Castaway Burbank,8188486691,"1250 E Harvard Rd, Burbank, CA 91501, USA",34.2043027,-118.3025948
1064,2,Cha Cha Chicken,3105811684,"1906 Ocean Ave, Santa Monica, CA 90405, USA",34.0071312,-118.490435
1065,2,Chaumont Bakery & Cafe,3105505510,"143 S Beverly Dr, Beverly Hills, CA 90212, USA",34.0660597,-118.3993278
1066,2,Chili John's,8188463611,"2018 W Burbank Blvd, Burbank, CA 91506, USA",34.179999,-118.333711
1067,2,Chinois on Main,3103929025,"2709 Main St, Santa Monica, CA 90405, USA",34.0008326,-118.4821831
1068,2,Chipotle Mexican Grill,4246442184,"3822 Cross Creek Rd, Malibu, CA 90265, USA",34.0361131,-118.6848077
1069,2,CiaoCristina!,8185632426,"4201 W Olive Ave, Burbank, CA 91505, USA",34.148128,-118.342441
1070,2,Cora's Coffee Shoppe,3104519562,"1802 Ocean Ave, Santa Monica, CA 90401, USA",34.008146,-118.4913573
1071,2,Coral Beach Cantina,3104575503,"29350 Pacific Coast Hwy, Malibu, CA 90265, USA",34.0188378,-118.8131357
1072,2,Corner Cottage,8188432567,"310 S Victory Blvd, Burbank, CA 91502, USA",34.1707426,-118.3149144
1073,2,The Terrace,3102470505,"403 N Crescent Dr, Beverly Hills, CA 90210, USA",34.0712255,-118.4003164
1074,2,Crustacean,3102058990,"468 N Bedford Dr, Beverly Hills, CA 90210, USA",34.0691246,-118.4060213
1075,2,CUT,3102768500,"9500 Wilshire Blvd, Beverly Hills, CA 90212, USA",34.0668023,-118.4010049
1076,2,D'Amore's Pizza,3103174500,"22601 CA-1, Malibu, CA 90265, USA",34.039957,-118.6670398
1077,2,Da Pasquale,3108593884,"9749 S Santa Monica Blvd, Beverly Hills, CA 90210, USA",34.06809,-118.4083215
1078,2,Del Frisco's Grille,3103957333,"1551 Ocean Ave Suite 105, Santa Monica, CA 90401, USA",34.0117075,-118.4948632
1079,2,Dino's Pizza Burbank,8188413311,"3520 Burbank Blvd, Burbank, CA 91505, USA",34.174744,-118.348885
1080,2,Dog Haus,8185664287,"3817 W Olive Ave, Burbank, CA 91505, USA",34.1507413,-118.3408949
1081,2,Don Cuco Mexican Restaurant,8189558895,"218 E Orange Grove Ave, Burbank, CA 91502, USA",34.1817996,-118.3091572
1082,2,Duke's Malibu,3103170777,"21150 Pacific Coast Hwy, Malibu, CA 90265, USA",34.0364236,-118.6359621
1083,2,El Cholo,3108991106,"1025 Wilshire Blvd, Santa Monica, CA 90401, USA",34.0244666,-118.4921982
1084,2,Enterprise Fish Co. Santa Monica,3103928366,"174 Kinney St, Santa Monica, CA 90405, USA",33.998649,-118.4809364
1085,2,FIG Restaurant,3103193111,"101 Wilshire Blvd, Santa Monica, CA 90401, USA",34.018056,-118.501268
1086,2,Fish Dish,8188471310,"2575 N Hollywood Way, Burbank, CA 91505, USA",34.195437,-118.3502811
1087,2,Fish Grill,3104568585,"22935 CA-1, Malibu, CA 90265, USA",34.0381874,-118.6758169
1088,2,Flavor of India,8185581199,"161 E Orange Grove Ave, Burbank, CA 91502, USA",34.1813745,-118.3104111
1089,2,Fogo de Chão Brazilian Steakhouse,3102897755,"133 N La Cienega Blvd, Beverly Hills, CA 90211, USA",34.0685374,-118.3766984
1090,2,Frida Mexican Cuisine,3102787666,"236 S Beverly Dr, Beverly Hills, CA 90212, USA",34.063687,-118.39881
1091,2,Fritto Misto,3104582829,"601 Colorado Ave, Santa Monica, CA 90401, USA",34.0155287,-118.4901663
1092,2,Fuddruckers,8188484856,"221 N San Fernando Blvd, Burbank, CA 91502, USA",34.1817085,-118.3102971
1093,2,Fuji Sushi Japanese Restaurant,8188480688,"208 Palm Ave, Burbank, CA 91502, USA",34.182481,-118.3103524
1094,2,Geoffrey's Malibu,3104571519,"27400 Pacific Coast Hwy, Malibu, CA 90265, USA",34.0253629,-118.7698381
1095,2,Gilbert's El Indio Restaurant,3104508057,"2526 Pico Blvd, Santa Monica, CA 90405, USA",34.022913,-118.4627469
1096,2,Gindi Thai / Sushi / Bar,8185671221,"4017 W Riverside Dr, Burbank, CA 91505, USA",34.1520822,-118.3438088
1097,2,Granada Family Restaurant,8188430313,"1100 W Victory Blvd, Burbank, CA, Burbank, CA 91502, USA",34.1841876,-118.3243902
1098,2,Granville Cafe,8188484726,"121 N San Fernando Blvd, Burbank, CA 91502, USA",34.180989,-118.309414
1099,2,Grom Gelato,3104569797,"3888 Cross Creek Rd, Malibu, CA 90265, USA",34.0353117,-118.6841587
1100,2,Hillstone,3105767558,"202 Wilshire Blvd, Santa Monica, CA 90401, USA",34.017523,-118.499814
1101,2,Hole in the Wall Burger Joint,3104490147,"2200 Colorado Ave, Santa Monica, CA 90404, USA",34.027317,-118.4749067
1102,2,Hook Burger,8188472100,"1731 N Victory Pl, Burbank, CA 91502, USA",34.1911345,-118.3290452
1103,2,Huckleberry Café,3104512311,"1014 Wilshire Blvd, Santa Monica, CA 90401, USA",34.0238858,-118.4920475
1104,2,Il Buco,3106571345,"150 S Beverly Dr, Beverly Hills, CA 90212, USA",34.0654341,-118.3989085
1105,2,Il Cielo,3102769990,"9018 Burton Way, Beverly Hills, CA 90211, USA",34.0719456,-118.3884
1106,2,Il Fornaio,3105508330,"301 N Beverly Dr, Beverly Hills, CA 90210, USA",34.0684937,-118.4009048
1107,2,Il Pastaio,3102055444,"400 N Canon Dr, Beverly Hills, CA 90210, USA",34.0708883,-118.4008089
1108,2,Islands,8185667744,"101 E Orange Grove Ave, Burbank, CA 91502, USA",34.1807303,-118.3110619
1109,2,Ivy At The Shore,3103933113,"1535 Ocean Ave, Santa Monica, CA 90401, USA",34.0121969,-118.4954205
1110,2,Jack in the Box,7148392339,"15521 Brookhurst St, Westminster, CA 92683, USA",33.7372017,-117.9551089
1111,2,John's Garden,3104568377,"3835 Cross Creek Rd, Malibu, CA 90265, USA",34.0359746,-118.6856997
1112,2,Josie Restaurant,3105819888,"2424 Pico Blvd, Santa Monica, CA 90405, USA",34.0224243,-118.4635535
1113,2,K Chocolatier By Diane Krön,3103170400,"3835 Cross Creek Rd, Malibu, CA 90265, USA",34.0358877,-118.6856883
1114,2,Kabuki Japanese Restaurant - Burbank,8188437999,"201 N San Fernando Blvd, Burbank, CA 91502, USA",34.181603,-118.3099407
1115,2,Kaishin Malibu,3103179777,"23715 Malibu Rd, Malibu, CA 90265, USA",34.033919,-118.691847
1116,2,KFC,3104562480,"22751 Pacific Coast Hwy, Malibu, CA 90265, USA",34.0395682,-118.6710118
1117,2,King's Fish House,8182251979,"4798 Commons Way, Calabasas, CA 91302, USA",34.1554003,-118.6433916
1118,2,Knight Restaurant,8188454516,"138 N San Fernando Blvd, Burbank, CA 91502, USA",34.181512,-118.309259
1119,2,Krispy Kreme Doughnuts,8189559015,"1521 N Victory Pl, Burbank, CA 91504, USA",34.1898617,-118.3268217
1120,2,Kuru-Kuru Sushi,8188483355,"N Hollywood Way & W Verdugo Ave, Burbank, CA 91505, USA",34.1597718,-118.3441938
1121,2,La Scala,3102750579,"434 N Canon Dr, Beverly Hills, CA 90210, USA",34.0713896,-118.4014287
1122,2,Ladyface Ale Companie,8184774566,"29281 Agoura Rd, Agoura Hills, CA 91301, USA",34.1438892,-118.7628937
1123,2,Lares,3108294550,"2909 Pico Blvd, Santa Monica, CA 90405, USA",34.025081,-118.459429
1124,2,Lawry's The Prime Rib,3106522827,"100 La Cienega Blvd, Beverly Hills, CA 90211, USA",34.0676803,-118.3760762
1125,2,Le Pain Quotidien,3108591100,"9630 S Santa Monica Blvd, Beverly Hills, CA 90210, USA",34.069327,-118.4057924
1126,2,Lily's Cafe & Pasteries,3104573745,"29211 Heathercliff Rd, Malibu, CA 90265, USA",34.0212418,-118.8098863
1127,2,Lula Cocina Mexicana,3103925711,"2720 Main St, Santa Monica, CA 90405, USA",34.0004227,-118.4822216
1128,2,Melisse,3103950881,"1104 Wilshire Blvd, Santa Monica, CA 90401, USA",34.0243301,-118.4912996
1129,2,Malibu Farm Pier Cafe,3104561112,"23000 Pacific Coast Hwy, Malibu, CA 90265, USA",34.0356307,-118.6756384
1130,2,Malibu Kitchen,3104567845,"3900 Cross Creek Rd, Malibu, CA 90265, USA",34.035235,-118.6848414
1131,2,Malibu Mutt's Grill,3104561211,"3835 Cross Creek Rd, Malibu, CA 90265, USA",34.0358826,-118.6857282
1132,2,Malibu Seafood,3104563430,"25653 Pacific Coast Hwy, Malibu, CA 90265, USA",34.033804,-118.735078
1133,2,Malibu Yogurt,3104563522,"23755 Malibu Rd #600, Malibu, CA 90265, USA",34.0340332,-118.6932398
1134,2,Mama Hong's Vietnamese Kitchen,8185586262,"211 N San Fernando Blvd, Burbank, CA 91502, USA",34.1817407,-118.3101149
1135,2,Manchego,3104503900,"2518 Main St, Santa Monica, CA 90405, USA",34.002787,-118.484687
1136,2,Mariasol Cocina Mexicana,3109175050,"401 Santa Monica Pier, Santa Monica, CA 90401, USA",34.0077147,-118.4996497
1137,2,Market City Caffe,8188407036,"164 Palm Ave, Burbank, CA 91502, USA",34.1820564,-118.3105916
1138,2,Marmalade Cafe - Malibu,3103174242,"3894 Cross Creek Rd, Malibu, CA 90265, USA",34.0352459,-118.6840742
1139,2,Matsuhisa,3106599639,"129 N La Cienega Blvd, Beverly Hills, CA 90211, USA",34.0683664,-118.3766157
1140,2,Maude,3108593418,"212 S Beverly Dr, Beverly Hills, CA 90212, USA",34.064734,-118.398911
1141,2,McDonald's,3104566996,"22725 CA-1, Malibu, CA 90265, USA",34.039671,-118.670087
1142,2,Milo & Olive,3104536776,"2723 Wilshire Blvd, Santa Monica, CA 90403, USA",34.0375359,-118.4760474
1143,2,Momed,3102704444,"233 S Beverly Dr, Beverly Hills, CA 90212, USA",34.063914,-118.3993711
